id,ignored,zip,city,country,lat,lng
"17317","14082","31029","Banteln","DE","52.06730678","9.75257492"
"17318","144336","17309","Fahrenwalde Bröllin","DE","53.46100577","14.04627230"
"17319","22838","83064","Raubling","DE","47.78805556","12.10472222"
"17320","82506","73655","Urbach (Rems) Bärenbach (Württemberg)","DE","48.81666670","9.60000000"
"17321","17339","23758","Gremersdorf, Holstein","DE","54.33308000","10.93062000"
"17322","15364","06888","Dabrun","DE","51.83335304","12.70957605"
"17323","143249","18292","Dobbin-Linstow Groß Bäbelin","DE","53.63907000","12.39137000"
"17324","24756","19079","Sukow","DE","53.54734824","11.56258013"
"17325","16596","67468","Frankenstein, Pfalz","DE","49.43330000","7.98333000"
"17326","50002","16244","Schorfheide","DE","52.91259000","13.71365000"
"17327","50002","16348","Schorfheide","DE","52.91259000","13.71365000"
"17328","117634","65207","Wiesbaden Kloppenheim","DE","50.10000000","8.30000000"
"17329","17738","06528","Hackpfüffel","DE","51.41884000","11.20140000"
"17330","22357","86971","Peiting","DE","47.80000000","10.93330000"
"17331","16184","29579","Emmendorf","DE","53.02195000","10.57273000"
"17332","18029","69434","Heddesbach","DE","49.48030000","8.82806000"
"17333","143469","17209","Jaebetz Dammwolde","DE","53.32964000","12.36283000"
"17334","24476","06686","Starsiedel","DE","51.21820532","12.14008656"
"17335","16573","67147","Forst an der Weinstraße","DE","49.42580000","8.19111000"
"17336","22482","19086","Plate, Mecklenburg","DE","53.54961000","11.50773000"
"17337","152893","18528","Bergen auf Rügen Zirsevitz","DE","54.41709000","13.48824300"
"17338","25285","26670","Uplengen","DE","53.29284346","7.82398605"
"17339","143042","17089","Gnevkow Letzin","DE","53.78243000","13.20374000"
"17340","24058","56377","Schweighausen bei Nassau","DE","50.28330000","7.75000000"
"17341","19746","92703","Krummennaab","DE","49.83330000","12.10000000"
"17342","21387","24794","Neu Duvenstedt","DE","54.35545000","9.69672000"
"17343","25512","24392","Wagersrott","DE","54.66365000","9.79519000"
"17344","125013","82064","Grünwald, Kreis München Oberdill bei München","DE","48.01318500","11.51579000"
"17345","23781","06295","Schmalzerode","DE","51.49481000","11.49223000"
"17346","22257","83624","Otterfing","DE","47.91670000","11.68330000"
"17347","143264","19230","Bandenitz Besendorf","DE","53.51058000","11.29753000"
"17348","26660","55270","Zornheim","DE","49.89000000","8.22472222"
"17349","17903","21228","Harmstorf, Kreis Harburg","DE","53.34861665","9.98663448"
"17350","14710","08606","Bösenbrunn","DE","50.40000000","12.10000000"
"17351","16609","94258","Frauenau, Bayerischer Wald","DE","48.98330000","13.30000000"
"17352","26007","39249","Wespen","DE","51.95989000","11.82734000"
"17353","23330","88430","Rot an der Rot","DE","48.01670000","10.03330000"
"17354","18378","07927","Hirschberg, Saale","DE","50.40000000","11.81670000"
"17355","23771","36381","Schlüchtern","DE","50.35000000","9.51667000"
"17356","15477","94469","Deggendorf","DE","48.83330000","12.96670000"
"17357","14875","55595","Braunweiler","DE","49.86670000","7.75000000"
"17358","16274","38173","Erkerode","DE","52.20472000","10.71020000"
"17359","26315","99189","Witterda","DE","51.03330000","10.88330000"
"17360","23003","86643","Rennertshofen, Oberbayern","DE","48.75000000","11.06670000"
"17361","17884","31097","Harbarnsen","DE","51.99091000","9.95861000"
"17362","19336","38324","Kissenbrück","DE","52.11041000","10.58869000"
"17363","18885","48465","Isterberg","DE","52.36346000","7.16077000"
"17364","142402","14929","Treuenbrietzen Bardenitz","DE","52.07018810","12.93797680"
"17365","142402","14913","Treuenbrietzen Bardenitz","DE","52.07018810","12.93797680"
"17366","15394","22946","Dahmker","DE","53.58782000","10.44471000"
"17367","21450","56335","Neuhäusel, Westerwald","DE","50.38330000","7.71667000"
